split,mode,classifier,f1-score,accuracy,time,modality
0,groupshuffle,MLPClassifier,0.7439357146010861,0.729679802955665,1.162490916904062,resp
1,groupshuffle,RandomForestClassifier,0.6234176644904486,0.6143145161290322,0.5968149999389425,resp
1,groupshuffle,KNeighborsClassifier,0.5509166889448579,0.5473790322580645,0.4875687079038471,resp
1,groupshuffle,SVC,0.6285120423261965,0.61875,0.5924260000465438,resp
1,groupshuffle,MLPClassifier,0.6506150874891748,0.6411290322580645,0.7106510830344632,resp
2,groupshuffle,RandomForestClassifier,0.6536161139600124,0.6993021346469623,0.6521718750009313,resp
2,groupshuffle,KNeighborsClassifier,0.6100009579461635,0.6336206896551724,0.3110623339889571,resp
2,groupshuffle,SVC,0.6536161139600124,0.6993021346469623,0.41197545803152025,resp
2,groupshuffle,MLPClassifier,0.6174537227478404,0.6642036124794746,0.44793962489347905,resp
3,groupshuffle,RandomForestClassifier,0.7731599029773472,0.7645833333333334,0.557712833979167,resp
3,groupshuffle,KNeighborsClassifier,0.6025764435023239,0.5999007936507936,0.37158695806283504,resp
3,groupshuffle,SVC,0.7722522275765851,0.7628968253968254,0.40801687503699213,resp
3,groupshuffle,MLPClassifier,0.7448048908495155,0.7362103174603174,0.4223377499729395,resp
4,groupshuffle,RandomForestClassifier,0.6024581479126934,0.6263888888888889,0.5313337079714984,resp
4,groupshuffle,KNeighborsClassifier,0.5660519058406382,0.5753968253968254,0.3865148749900982,resp
4,groupshuffle,SVC,0.608792832383081,0.6343253968253968,0.9156924580456689,resp
4,groupshuffle,MLPClassifier,0.6293706293706294,0.6564484126984127,0.4338547079823911,resp
5,groupshuffle,RandomForestClassifier,0.6923423683754262,0.6982589984350548,0.4935180840548128,resp
5,groupshuffle,KNeighborsClassifier,0.6136835300921988,0.6149256651017214,0.3103844589786604,resp
5,groupshuffle,SVC,0.7001283402722828,0.7053012519561815,0.37085062509868294,resp
5,groupshuffle,MLPClassifier,0.7221035735176092,0.7263302034428796,0.39434766699559987,resp
6,groupshuffle,RandomForestClassifier,0.6559697201170684,0.6859239355105415,0.5118563330033794,resp
6,groupshuffle,KNeighborsClassifier,0.558557748312605,0.5791649441918149,0.3296726659173146,resp
6,groupshuffle,SVC,0.6703043151121906,0.7004960727573377,0.31037374993320554,resp
6,groupshuffle,MLPClassifier,0.6242254572601716,0.6615336916081025,0.33153887500520796,resp
7,groupshuffle,RandomForestClassifier,0.6234000234000234,0.6620164870006341,0.4357105839299038,resp
7,groupshuffle,KNeighborsClassifier,0.58825539620878,0.5983935742971888,0.266527249943465,resp
7,groupshuffle,SVC,0.6234000234000234,0.6620164870006341,0.3381822919473052,resp
7,groupshuffle,MLPClassifier,0.616955654442228,0.6532445571760728,0.331208125106059,resp
8,groupshuffle,RandomForestClassifier,0.7060041407867494,0.7112676056338028,0.4853923750342801,resp
8,groupshuffle,KNeighborsClassifier,0.6053206273575541,0.6056338028169015,0.3261483749374747,resp
8,groupshuffle,SVC,0.7289531846493872,0.732394366197183,0.3563096250873059,resp
8,groupshuffle,MLPClassifier,0.6760127769609086,0.6830985915492958,0.41689512494485825,resp
9,groupshuffle,RandomForestClassifier,0.7374813493078745,0.72564835613641,0.5083173339953646,resp
9,groupshuffle,KNeighborsClassifier,0.5733310540811446,0.5688176434551766,0.37981020798906684,resp
9,groupshuffle,SVC,0.7441100088905526,0.7316724525219522,0.38471016695257276,resp
9,groupshuffle,MLPClassifier,0.7374813493078745,0.72564835613641,0.42954316607210785,resp
0,random,RandomForestClassifier,0.6972307692307692,0.7063882063882064,2.1256997080054134,physio_all
0,random,KNeighborsClassifier,0.6126296112393025,0.6187551187551188,1.6134930420666933,physio_all
0,random,SVC,0.6972307692307692,0.7063882063882064,1.749060916947201,physio_all
0,random,MLPClassifier,0.663170954205437,0.6685094185094185,2.1094586660619825,physio_all
1,random,RandomForestClassifier,0.6762146329679621,0.6809640522875817,1.721555083990097,physio_all
